PK,NOMBRE,DESCRIPCION-ENTIDAD,HORARIO,EQUIPAMIENTO,TRANSPORTE,DESCRIPCION,ACCESIBILIDAD,CONTENT-URL,DIRECCION,TIPO-NUM,CODIGO-POSTAL,COD-BARRIO,BARRIO,COD-DISTRITO,DISTRITO,COORDENADA-X,COORDENADA-Y,LATITUD,LONGITUD,TELEFONO,EMAIL,TIPO
4676,Centro Deportivo Municipal Entrevías,,"Horario de uso de las instalaciones deportivas   Para saber el horario de apertura de las distintas instalaciones del centro deportivo, les rogamos lo consulten con el propio centro.  Horario de taquilla    De lunes a viernes: de 8:30 a 14,30 y de 14:45 a 20:30 horas.  Sabádos, domingos y festivos: de 8:30 a 14,30 horas.     Cierre completo del centro      Los días 24, 25 y 31 de diciembre, 1 de enero y 1 de mayo.","Clases y escuelas deportivas    Pre infantiles  actividad física y juegos, matrogimnasia, matronatación y natación peques.  Infantiles (edad, según modalidades): natación, fútbol, hábitos saludables,  polideportiva, pretenis, tenis y voleibol.  Jóvenes y personas adultas: acondicionamiento de nadadores, combinada (acuagim-fitness, natación-pilates), fitness, fútbol, hábitos saludables, natación, natación embarazadas, pilates y tenis.  Mayores 65 años: acondicionamiento físico, hábitos saludables, natación y pilates.  Personas con discapacidad: natación.  Programa deportivo en la calle:  caminar por Madrid.    Equipamientos     Superficie total de las instalaciones:  41.800 metros cuadrados.  Unidades deportivas al aire libre: 1 campo de fútbol (de césped artificial), piscina (vaso de 50 metros y vaso infantil), 2 pistas de tenis, rocódromo y tenis de mesa.  Unidades deportivas cubiertas: pabellón polideportivo, piscina (vaso de 25 metros y vaso de enseñanza), 1 pista polideportiva, 2 salas multiusos y sala de musculación.  Oficina de promoción deportiva:  responsable de la coordinación de Juegos Deportivos Municipales, Torneos y Circuitos Municipales, Copas de Primavera. Además, ofrece información sobre las escuelas de promoción deportiva.  Ayuda técnica para la accesibilidad:  1 ascensor y 1 grúa de piscina.  Columna de rescate cardíaco.","Bus: 24, 102, 103, 111.  Renfe: Asamblea de Madrid - Entrevías.  Bicicleta:  El centro dispone de aparca bicicletas exterior con capacidad para 5 bicicletas.  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",,Accesible,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=1e57b0c40971c010VgnVCM1000000b205a0aRCRD,RONDA SUR 4,V,28053,1,ENTREVIAS,13,PUENTE DE VALLECAS,442741,4469977,40.378.413.212.706.200,-3.674.532.317.137.480,917 854 214,idmentrevias@madrid.es,"CentrosEspaciosDeporte/CamposEstadiosFutbol"
4677,Centro Deportivo Municipal Vallecas Verano,,"Horario de uso de las instalaciones deportivas:  Para saber el horario de apertura de las distintas instalaciones del centro deportivo, les rogamos lo consulten con el propio centro.  Horario de taquilla   De 11 a 21 horas   Sólo temporada de verano",Clases y escuelas deportivas    Programa deportivo-recreativo de verano: consultar en el propio centro.   Equipamientos    Superficie total de las instalaciones: 4.500 metros cuadrados.  Ayudas técnicas para la accesibilidad:  1 grúa de piscina.   Columna de rescate cardíaco.,"Metro: Portazgo.  Bus: 10, 54, 58, 103.",,Accesible,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=282c42be9971c010VgnVCM1000000b205a0aRCRD,CALLE ARROYO DEL OLIVAR 51,V,28018,3,PALOMERAS BAJAS,13,PUENTE DE VALLECAS,444221,4471294,40.390.368.919.782.400,-3.657.213.682.860.770,91 513 36 23,idmvallecas@madrid.es,"CentrosEspaciosDeporte/Piscinas"
4678,Centro Deportivo Municipal Ángel Nieto (antiguo Puente de Vallecas),,"Horario de uso de las instalaciones deportivas:  Para saber el horario de apertura de las distintas instalaciones del centro deportivo, les rogamos lo consulten con el propio centro.  Horario de taquilla   De lunes a viernes, de 8,30 a 20:45 horas. Sábados, domingos y festivos cerrado.   Cierre completo del centro   El mes de agosto y los días 24, 25 y 31 de diciembre, 1 de enero y 1 de mayo.","Clases y escuelas deportivas    Pre-infantiles (3 a 5 años, según modalidades): matronatación y natación.  Infantiles (6 a 14 años, según modalidades): baloncesto, gimnasia rítmica, judo, natación, squash, iniciación salvamento y socorrismo y taekwondo.  Jóvenes (15 a 26 según modalidades): natación, salvamento y socorrismo y taekwondo.  Clases para adultos (27 a 64 años): combinada fitness (fitness, fitness acuático y musculación), estiramientos, fitness, fitness acuático, GAP, GAP express, natación, natación salud, natación embarazadas y pilates.  Mayores de 65 años: Acondicionamiento físico mayores, gimnasia acuática y natación.   Equipamientos    Superficie total de las instalaciones: 1.565 metros cuadrados.  Unidades deportivas cubiertas: pabellón polideportivo, piscina (1 vaso de 25 metros y 1 vaso de enseñanza), 4 pistas de squash, sala multiusos y sala de musculación.  Ayuda técnica para la accesibilidad: 1 grúa de piscina.  Columna de rescate cardíaco.","Metro: Portazgo.  Bus:   10 , 54 , 57 , 58 , 103.    Bicicleta:  el centro dispone de  aparca bicicletas exterior  con capacidad para 4 bicicletas.   Servicio Bicimad , para consultar la estación más cercana, acceda al  mapa de geolocalización de las estaciones .",,Accesible,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=fb1b42be9971c010VgnVCM1000000b205a0aRCRD,CALLE PAYASO FOFO 7,V,28018,3,PALOMERAS BAJAS,13,PUENTE DE VALLECAS,443998,4471417,4.039.146.194.707.860,-36.598.636.029.775.800,914 781 492,idmpvallecas@madrid.es,"CentrosEspaciosDeporte/Gimnasios"
4680,Centro Deportivo Municipal Hortaleza,,"Horario de uso de las instalaciones deportivas  Para saber el horario de apertura de las distintas instalaciones del centro deportivo, les rogamos lo consulten con el propio centro.  Horario de taquilla:     De lunes a domingo y festivos: de 8,30 a 20,30 horas.   Cierre completo del centro   Días 24, 25 y 31 de diciembre, 1 de enero y 1 de mayo.","Clases y escuelas deportivas    Peques: natación.  Infantiles (edad, según modalidades): bádminton, gimnasia rítmica, natación, salvamento acuático y tenis.  Personas jóvenes: bádminton, natación, salvamento acuático y tenis.  Personas adultas: aerofitness, aerogap, carrera acuática, ciclo sala, circuito, correr por Madrid, estiramientos-relajación, fitness, fitness acuático, gimnasia salud, natación, pádel, pilates, tenis, yoga.   Mayores 65 años :  acondicionamiento físico, cuerpo y mente, estiramientos-relajación y natación.  Actividades para personas con discapacidad física:   natación (adulta e infantil).       Equipamientos      Superficie total de las instalaciones: 46.956 metros cuadrados.  Unidades deportivas al aire libre:   piscina (vaso de 50 metros, vaso de enseñanza y vaso infantil), 4 pistas de pádel (adaptadas y de césped artificial), pista polideportiva, 1 pista de tenis y 1 pista de tenis (césped artificial).    Unidades deportivas cubiertas:  pabellón polideportivo, piscina (vaso de 25 metros), sala multiusos (ciclo-sala) y sala de musculación.   Accesibilidad:  2 grúas de piscina.   Columna de rescate cardíaco.","Metro: Parque de Santamaría, Hortaleza.  Bus: 9, 107, 172.  Bicicleta: el centro dispone de aparca bicicletas exterior con capacidad para 5 bicicletas.   Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",,Accesible,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=705d79262ef5d010VgnVCM1000000b205a0aRCRD,CARRETERA ESTACION DE HORTALEZA 11,V,28033,5,APOSTOL SANTIAGO,16,HORTALEZA,444784,4481305,404.787.279.264.401,-36.527.183.525.553.000,913818260,idmhortaleza@madrid.es,"CentrosEspaciosDeporte/Gimnasios"
4681,Centro Deportivo Municipal Luis Aragonés,,"Horario de uso de las instalaciones deportivas:    Para saber el horario de apertura de las distintas instalaciones del centro deportivo, les rogamos lo consulten con el propio centro.  Horario de taquilla    Invierno: laborables, de 8,30 a 20,30 horas, sábados, domingos y festivos, cerrado.  Verano: de lunes a domingo, de 8.30 a 20,30 horas.   Cierre completo del centro   Días 24, 25 y 31 de diciembre, 1 de enero y 1 de mayo.","Clases y escuelas deportivas    Pre-infantiles (0 a 3 años): matronatación y natación.  Infantiles (edad, según modalidad) : judo, karate kenpo, natación, pádel, pre-tenis, tenis, salvamento y socorrismo.    Personas adultas  : aeróbic, carrera acuática (acuarunning), fitness, gimnasia acuática (acuagim), judo, karate kenpo, natación, natación de compensación, natación embarazadas, pádel, pilates y tenis.    Mayores 65 años:  acondicionamiento físico y natación.      Equipamientos       Superficie total de las instalaciones:  61.500 metros cuadrados.    Unidades deportivas al aire libre:     2 campos de fútbol de césped artificial, 2 campos de fútbol-7 de césped artificial, piscinas (vaso 50 metros, 2 vasos de recreo y 1 vaso infantil), 4 pistas de pádel (césped artificial), pista de vóley playa, 1 pista de tenis, 2 pistas de tenis (césped artificial), 4 tenis de mesa y Rocódromo.      Unidades deportivas cubiertas:  piscina (vaso de 25 metros y vaso de enseñanza), sala de artes marciales, sala multiusos (gimnasio) y sala de musculación.          Oficina de promoción deportiva:   responsable de la coordinación de Juegos Deportivos Municipales, Torneos y Circuitos Municipales, Copas de Primavera. Además, ofrece información sobre las escuelas de promoción deportiva.            Ayudas técnicas para la accesibilidad:  1 grúa de piscina.        Columna de rescate cardíaco.","Metro: Canillas.  Bus: 73, 120.  Bicicleta:  el centro dispone de  aparca bicicletas exterior  con capacidad para10 bicicletas.    Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",,"Accesible,Señalización podotáctil,Bucle de inducción magnético",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=64cd79262ef5d010VgnVCM1000000b205a0aRCRD,CALLE EL PROVENCIO 20,V,28043,3,CANILLAS,16,HORTALEZA,446795,4479520,40.464.650.948.053.800,-36.275.877.145.025.800,913 003 612,idmlaragones@madrid.es,"CentrosEspaciosDeporte/Gimnasios"
4684,Centro Deportivo Municipal Triángulo de Oro,,"Horario de uso de las instalaciones deportivas: para consultar el horario de apertura de las distintas instalaciones del centro deportivo, les rogamos lo consulten con el propio centro.  Horario de taquilla:  De lunes a viernes, de 8:45 h a 21 horas. Sábados Domingos y Festivos: de 8:45 a 14:30 horas.      Cierre completo del Centro:  mes de agosto, días 24, 25 y 31 de diciembre, 1 de enero y 1 de mayo.  Los alquileres de espacios en fines de semana y festivos a partir de las 15 horas, deberán hacerse presencialmente en horario de taquilla.",,"Metro: Plaza de Castilla, Valdeacederas  Bus: 27, 42, 49, 66, 124  Renfe: Chamartín","Forma de Gestión Directa, por parte del Ayuntamiento de Madrid  Superficie 4.150 m2   EQUIPAMIENTOS    Unidades Deportivas Cubiertas Pabellón polideportivo - Piscina (1 vaso de 25 m.) - Sala de musculación - Frontón corto (pelota a mano y frontenis) - Sala multiusos (aeróbic) - Sala multiusos (ciclo sala)  Accesibilidad: instalación adaptada, con 1 ascensor, 1 plataforma y 1 grúa de piscina  Aparcabicicletas: exterior (5) Este centro deportivo dispone de columna de rescate cardíaco    SERVICIOS    Deportes practicables Baloncesto - Balonmano - Deportes de pelota - Fútbol sala - Musculación - Natación - Voleibol  Uso de espacios deportivos Frontón - Pabellón - Piscina - Pista polideportiva - Sala de musculación  Enseñanzas deportivas:Escuelas pre-infantiles (4 y 5 años): Natación peques Escuelas infantiles (6 a 14 años, según modalidades): Aeróbic - Baloncesto - Natación  Clases para jóvenes y adultos (15 a 64 años): Acondicionamiento físico deportivo - Acuafit - Aeróbic - Ciclo sala - Fitnes - Gimnasia suave - Karate shyto - Musculación - Natación - Pilates Actividades para mayores de 65 años: Actividad Acuática - Actividad Física   Actividades para personas con discapacidad física: Natación (infantil)  Oficina de Promoción Deportiva Juegos Deportivos Municipales - Torneos y Circuitos Municipales - Copas de Primavera - Información sobre Escuelas de Promoción Deportiva",Accesible,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=002f79262ef5d010VgnVCM1000000b205a0aRCRD,CALLE BRAVO MURILLO 376,V,28020,3,CASTILLEJOS,6,TETUAN,441265,4479615,4.046.512.519.238.620,-36.928.208.378.255.800,915 714 117,idmtoro@madrid.es,"CentrosEspaciosDeporte/Gimnasios"
4685,Centro Deportivo Municipal El Quijote,,"Horario de uso de las instalaciones deportivas:   Para saber el horario de apertura de las distintas instalaciones del centro deportivo, les rogamos lo consulten con el propio centro.  Horario del centro:     De lunes a viernes no festivos:  de 8,30 a 21,30 horas. Sábados, domingos y festivos: de 9 a 14,30 horas.  Horario de taquilla:   De lunes a viernes: de 8,30 a 20,30 horas Sábados y domingos: de 8,30 a 14,30 horas (solo el primer y último fin de semana de cada mes). Festivos: cerrada.   Cierre completo del centro: 24, 25 y 31 de diciembre, 1 de enero y 1 de mayo.","Clases y escuelas deportivas    Pre-Infantiles (4 y 5 años): Actividad física y juegos.  Infantiles (6 a 14 años, según modalidades): Baile y Pádel  Jóvenes y adultos (15 a 64 años, según modalidades): Cross training (cubo gym), Cuerpo y mente, Entrenam. funcional, Entrenam. por intervalos (HIT), Entrenam. Propioceptivo, Estiramientos-relajación, Fitness, Core, GAP, Hipopresivos, Pádel, Pilates, Taichí, Yoga y combinadas.  Mayores de 65 años: Acondicionamiento físico.  Programa deportivo en la calle: Ejercicio físico por Madrid.   Equipamientos    Superficie total de las instalaciones: 11.500 metros cuadrados.  Unidades deportivas cubiertas: 2 salas multiusos, 1 sala de musculación.  Unidades deportivas al aire libre: 4 pistas de pádel (paredes de cristal), piscina de verano (vaso de recreo 36 x 20,50 metros, y vaso de chapoteo 12 x 12 metros; con sistema de depuración salina).  Ayudas técnicas a la accesibilidad: instalación practicable.  Columna de rescate cardíaco.","Metro:  Francos Rodríguez.  Bus:  44, 64, 126, 127, 128, 132.  Bicicleta:    Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones",,Accesible,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=01d7b0c40971c010VgnVCM1000000b205a0aRCRD,CALLE NUMANCIA 11,V,28039,3,CIUDAD UNIVERSITARIA,9,MONCLOA-ARAVACA,439538,4478346,4.045.357.807.068.040,-37.130.529.027.048.500,914599871,idmelquijote@madrid.es,"CentrosEspaciosDeporte/Piscinas"
4686,Centro Deportivo Municipal San Cristóbal,,"Horario de uso de las instalaciones deportivas  Para saber el horario de apertura de las distintas instalaciones del centro deportivo, les rogamos lo consulten con el propio centro.  Horario de taquilla   De lunes a viernes, de 9 a 20,30 horas. Sábados y domingos de 10 a 13,30 horas   Cierre completo del Centro   Festivos","Clases y escuelas deportivas    Infantiles (6 a 14 años, según modalidades): kenpo.  Jóvenes y personas adultas (15 a 64 años): ciclo sala, cuerpo y mente,  entrenamiento por intervalos, entramiento funcional, fitness, y karate kenpo, musculación.   Equipamientos     Superficie total de las instalaciones: 1000 metros cuadrados.    Unidades deportivas cubiertas:  sala multiusos (artes marciales), sala multiusos, sala de musculación y sauna.   Servicio de medicina deportiva   Ayuda técnica  para la accesibilidad: instalación convertible.  Columna de rescate cardíaco.","Metro: San Cristóbal.  Renfe: San Cristóbal.  Bus: 59, 79.  Bicicleta: el centro dispone de aparca bicicletas exterior con capacidad para 5 bicicletas.  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",,Accesible,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=69fe79262ef5d010VgnVCM1000000b205a0aRCRD,PLAZA PINAZO 9,V,28021,2,SAN CRISTOBAL,17,VILLAVERDE,441274,4466022,4.034.267.317.099.490,-36.914.487.380.508.800,917 950 911,idmsancristobal@madrid.es,"CentrosEspaciosDeporte/Gimnasios"
4687,Centro Deportivo Municipal Cerro Almodóvar,,"Horario de uso de las instalaciones deportivas   Para saber el horario de apertura de las distintas instalaciones del centro deportivo, les rogamos lo consulten con el propio centro.   Horario de taquilla  De lunes a viernes: de 8:30 a 14 horas y de 14:30 a 20:30 horas.Sábados, domingos y festivos: cerrado  Cierre completo del centro   Días 24, 25 y 31 de diciembre, 1 de enero y 1 de mayo","Clases y escuelas deportivas    Pre-infantiles (de 0 a 3 años): matronatación y natación.  Infantiles (edad, según modalidades): baloncesto, gimnasia artística, gimnasia rítmica, karate, natación, natación sincronizada, pádel, pickleball, polideportiva, pretenis, salvamento acuático, tenis y voleibol.  Jóvenes y personas adultas: actividad acuática, cubo gym, entrenamiento interválico, entrenamiento en suspensión, fitness, gap (glúteos, abdomen, piernas), gimnasia acuática (acuagim), gimnasia suave, karate, natación, natación embarazadas, pádel, pickleball, pilates, pilates acuático y tenis, triatlón por Madrid específico para mujeres, voleibol.  Mayores 65 años: acondicionamiento físico, fitness, gimnasia acuática (acuagim), y natación, pilates, prevención de caídas.  Personas con discapacidad: natación (infantiles y adultas), natación sincronizada.   Equipamientos    Superficie total de las instalaciones: 61.600  metros cuadrados.  Unidades deportivas al aire libre: cubo gym, frontón corto, piscina (vaso de 42 metros, vaso de recreo y vaso infantil), 4 pistas de pádel (techadas - cristal), 2 pistas polideportivas (tenis) y 2 tenis de mesa.  Unidades deportivas cubiertas: pabellón polideportivo, piscina (vaso de 25 m. y vaso de enseñanza), sala de halterofilia, 2 salas multiusos, sala de musculación.   Ayudas técnicas para la accesibilidad:  1 grúa de piscina.  Columna de rescate cardíaco.","Bus: 58, 63, 145  Renfe: Santa Eugenia",,Accesible,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=8e96b0c40971c010VgnVCM1000000b205a0aRCRD,CALLE CERRO DE ALMODOVAR 9,V,28031,2,SANTA EUGENIA,18,VILLA DE VALLECAS,448872,4470296,4.038.168.820.146.640,-3.602.327.770.076.510,913 314 047,idmcalmodovar@madrid.es,"CentrosEspaciosDeporte/Gimnasios"
4688,Centro Deportivo Municipal Margot Moles (Vicálvaro),,"Horario de uso de las instalaciones deportivas  Para saber el horario de apertura de las distintas instalaciones del centro deportivo, les rogamos lo consulten con el propio centro.  Horario de taquilla    Hasta apertura piscina de verano, de lunes a viernes de 9 a 14,30 y de 14,45 a 20,30 horas. Sábados y domingos, de 9 a 14,30 horas. Festivos cerrado, excepto en temporada de verano.    Cierre completo del centro   Los días 24, 25 y 31 de diciembre, 1 de enero y 1 de mayo.","Clases y escuelas deportivas.    Pre-infantiles (3 a 5 años): matronatación y (0 a 3 años) natación.  Infantiles (6 a 14 años, según modalidades): baile en familia, fútbol, karate shyto, natación, natación (competición), pádel y tenis.  Personas adultas (15 a 64 años): acondicionamiento físico deportivo, acuagim, acuarruning, aeróbic, aeróbic combinado, combinada (pilates/yoga gap /tonificación), karate goju, natación, natación de compensación, natación embarazadas, pádel, pilates/yoga, tenis y yoga.  Mayores de 65 años: actividad física, baile, gimnasia acuática, natación y pádel.   Equipamientos     Superficie total de las instalaciones:  82.400 metros cuadrados.  Unidades deportivas al aire libre:  campo de fútbol (de césped artificial), 2 campos de fútbol 7 (de césped artificial), piscina (1 vaso de 50 m. y 1 vaso infantil), pista de atletismo, pista de hockey patines, 2 pistas polideportivas, 4 pistas de pádel, 2 pistas de tenis y 4 tenis mesa.     Unidades deportivas cubiertas:  pabellón polideportivo, piscina (1 vaso de 25 metros y 1 vaso de enseñanza).      Oficina de promoción deportiva:  responsable de la coordinación de Juegos Deportivos Municipales, Torneos y Circuitos Municipales, Copas de Primavera. Además, ofrece información sobre las escuelas de promoción deportiva.  Ayudas técnicas para la accesibilidad:  1 grúa de piscina.    Columna de rescate cardíaco.     Servicio de Medicina Deportiva: psicomotricidad infantil.","Metro: San Cipriano, Puerta de Arganda.  Bus: 4 , 100 , 106 , 130.  Renfe: Vicálvaro.  Bicicleta:   El centro dispone de  aparca bicicletas exterior  con capacidad para 10 bicicletas.   Servicio Bicimad , para consultar la estación más cercana, acceda al  mapa de geolocalización de las estaciones .",,Accesible,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=4d6f79262ef5d010VgnVCM1000000b205a0aRCRD,PASEO POLIDEPORTIVO 3,V,28032,,AMBROZ,,VICALVARO,448815,4473344,4.040.914.061.858.400,-3.603.264.732.850.390,917 769 874,idmvicalvaro@madrid.es,"CentrosEspaciosDeporte/Gimnasios"
